slug,name,category,subtypes,description,city,region,latitude,longitude,duration_min,duration_max,seasonality,indoor_outdoor,energy_level,tags_experience_level,tags_mood,tags_terrain,tags_equipment,tags_context,tags_requirement,tags_risk_level,tags_weather_fit,tags_time_of_day,tags_travel_time_band,tags_skills,tags_cost_band,hero_image_url,source_url,notes
bucharest-park-bench-gradina-icoanei,Quiet bench: Grădina Icoanei,nature,"park_bench,quiet_zone",A tiny central garden with mature trees and tucked-away benches. Slip in for a 15–25 minute over-ear-buds break and slow your breath.,Bucharest,București,44.4435,26.1038,15,25,all,outdoor,low,beginner,"cozy,relaxed,mindful","urban",none,"solo,short-break",none,low,wind_sensitive,"daytime,sunset",in-city,none_required,$,,https://mapcarta.com/W62743951,"Best off-peak weekdays"
bucharest-park-view-izvor,Photo spot & sit: Izvor Park Parliament view,nature,"viewpoint,park_bench","Grab a bench facing the Palace of Parliament for 10–20 minutes: stretch, sip water, snap a quick skyline photo, and reset posture.",Bucharest,București,44.4292,26.0905,10,20,all,outdoor,low,beginner,"relaxed,explorer","urban",camera,"solo,short-break",none,low,wind_sensitive,"daytime,sunset",in-city,none_required,$,,https://mapcarta.com/W68486746,"Golden hour lights façade"
bucharest-park-view-tineretului,Mini-walk & overlook: Tineretului Park,nature,"mini_walk,viewpoint","Climb the gentle hill near the lake for 20–30 minutes of easy steps and skyline views. Great between calls or before dinner.",Bucharest,București,44.4075,26.1056,20,30,all,outdoor,medium,beginner,"relaxed,explorer","urban,lake,hill",none,"solo,friends",none,low,wind_sensitive,"daytime,sunset",in-city,none_required,$,,https://mapcarta.com/W68472683,"Paved, well-lit paths"
bucharest-botanical-palmhouse-route,Botanical Garden: Palmhouse & remedy garden loop,nature,"garden_walk,greenhouse","A 30–50 minute themed loop through the Palm House and outdoor Remedy Garden. Slow-stroll among tropical fronds, then step outside for medicinal herbs and birdsong.",Bucharest,București,44.4377,26.0634,30,50,all,both,low,beginner,"mindful,creative,relaxed","urban,park",camera,"solo,small-group,date",ticket-required,low,ok_in_rain,"daytime",in-city,attention,$,,https://gradina-botanica.unibuc.ro/,"Greenhouses have set hours"
bucharest-pottery-casa-cu-rost,Pottery basics: hand-building & glazing,creative,"pottery,hand_building","Shape and glaze a small bowl or cup in a welcoming studio. You'll learn wedging, pinch/coil or slab techniques, and return for glazing/collection.",Bucharest,București,44.4328,26.101,120,180,all,indoor,medium,beginner,"creative,cozy","urban",provided,"solo,small-group,date",booking-required,low,all_weather,daytime,in-city,technique,$$,,https://casacurost.ro/,"Materials included"
bucharest-pottery-wheel-cubul,Wheel-throwing taster at CUBUL,creative,"pottery,throwing","Try the wheel for the first time with guided centering, pulling walls, and trimming basics. Fire and glaze options available.",Bucharest,București,44.446,26.103,90,150,all,indoor,medium,beginner,"creative,explorer","urban",provided,"solo,small-group",booking-required,low,all_weather,daytime,in-city,technique,$$,,https://www.facebook.com/cubul.ro/,"Wear clothes you can clay-up"
bucharest-painting-rodia,Evening acrylic painting class (Rodia Art Studio),creative,"painting,acrylic","Unwind after work with a guided acrylic session. Learn composition, color mixing, and brush control while finishing a small canvas.",Bucharest,bucurești,44.4465,26.09,120,150,all,indoor,low,beginner,"creative,relaxed","urban",provided,"solo,date,small-group",booking-required,low,all_weather,"evening",in-city,technique,$$,,https://rodiaart.ro/,"Beginner-friendly"
bucharest-paint-your-own-ceramics,Paint-your-own pottery (MadeByYou),creative,"ceramic_painting,glazing","Select a bisque piece and freestyle designs with underglazes and stencils. They kiln-fire your piece for pickup—a fun, low-pressure hour.",Bucharest,București,44.464,26.102,60,90,all,indoor,low,beginner,"creative,cozy","urban",provided,"solo,date,friends",booking-optional,low,all_weather,daytime,in-city,attention,$$,,https://madebyyou.ro/,"Great rainy-day plan"
bucharest-calligraphy-academy,Calligraphy & lettering workshop,creative,"calligraphy,lettering","Practice mindful pen work with a pro instructor—strokes, letterforms, spacing, and simple compositions you can gift or frame.",Bucharest,București,44.439,26.105,90,150,all,indoor,low,beginner,"creative,mindful,cozy","urban",provided,"solo,small-group",booking-required,low,all_weather,"evening,daytime",in-city,technique,$$,,https://academiadecaligrafie.ro/,"Ink and nibs provided"
bucharest-knitting-crochet-atelier,Knitting & crochet at a textile atelier,creative,"textile,knitting,crochet","Learn casting on/off, basic stitches, and pattern reading in a relaxed, tea-friendly session. Leave with a small piece and the confidence to continue.",Bucharest,București,44.434,26.11,120,150,all,indoor,low,beginner,"cozy,creative,relaxed","urban",provided,"solo,small-group",booking-required,low,all_weather,"daytime,evening",in-city,technique,$$,,https://andele.ro/,"Seasonal yarn kits available"
salina-turda-wellness,Wellness visit: Salina Turda (salt mine),wellness,"speleotherapy,walking","Descend into spectacular underground halls and breathe naturally ionized air. Calm walks, gentle stairs, and surreal chambers make this a unique wellness-meets-heritage escape.",Turda,Cluj,46.587,23.787,90,180,all,indoor,low,beginner,"mindful,explorer,relaxed","cave,urban",none,"solo,small-group,family",ticket-required,low,cold_friendly,daytime,day-trip,none_required,$$,,https://salinaturda.eu/,"Bring warm layer year-round"
