slug,name,category,subtypes,description,city,region,latitude,longitude,duration_min,duration_max,seasonality,indoor_outdoor,energy_level,tags_experience_level,tags_mood,tags_terrain,tags_equipment,tags_context,tags_requirement,tags_risk_level,tags_weather_fit,tags_time_of_day,tags_travel_time_band,tags_skills,tags_cost_band,hero_image_url,source_url,notes
homebakers-graintrip-bucharest,Homebakers by Grain Trip (Bread & Viennoiserie),culinary,"baking,sourdough","Bake world-style loaves and laminated pastries with Bucharest's beloved sourdough bakery. Short, friendly workshops; ingredients and gear supplied.",Bucharest,București,44.4279,26.1155,150,210,all,indoor,medium,beginner,"creative,cozy","urban",provided,"solo,small-group","booking-required,lesson-recommended",low,all_weather,daytime,in-city,technique,$$,,https://homebakers.graintrip.com/en/about-us/,Studio info & contact
chocolate-tasting-course-bucharest,Chocolate Tasting Foundations (Artisan HUB events),culinary,"chocolate_tasting,workshop","Calibrate your palate across cacao origins and styles; learn tempering basics and pairing notes in a guided session hosted at Artisan HUB in central Bucharest.",Bucharest,București,44.4390,26.0980,90,120,all,indoor,low,beginner,"creative,cozy,explorer","urban",provided,"date,small-group,solo","booking-required",low,all_weather,"evening,daytime",in-city,none_required,$$,,https://www.theworldoftasting.org/product-page/chocolate-tasting-course-in-bucharest-30th-november-2025,Date-specific course; check calendar
old-town-street-food-tour-bucharest,Old Town Street Food Tour (Small Group),culinary,"food_tour,street_food","Sample covrigi, mici and craft desserts while exploring Lipscani's lanes with a foodie host. Includes tastings, local stories and dietary flexibility on request.",Bucharest,București,44.4329,26.1030,150,180,all,both,medium,beginner,"social,explorer,cozy","urban",none,"small-group,friends,solo","booking-required,guide-recommended",low,ok_in_rain,"evening,daytime",in-city,none_required,$$,,https://www.getyourguide.com/bucharest-l111/culinary,Use specific Bucharest food tour listing for booking
orhideea-spa-hammam,Urban Hammam & Thermal Circuit (Orhideea Spa),wellness,"hammam,spa","Steam, scrub and foam ritual followed by pools, sauna and relaxation lounge in a modern city spa. Add a targeted massage for a deeper reset.",Bucharest,București,44.4440,26.0607,90,180,all,indoor,low,beginner,"cozy,relaxed,mindful","urban",provided,"date,solo,small-group","booking-required",low,all_weather,any,in-city,none_required,$$,,https://orhideeaspa.ro/servicii/,"Phone & program on site"
shiseido-spa-stejarii,Shiseido Spa Rituals at Stejarii Country Club,wellness,"spa,sauna","Premium rituals using Japanese techniques in treatment suites beside Băneasa forest. Combine sauna, pool and couple's treatments for an elegant escape.",Bucharest,București,44.5080,26.0790,90,180,all,indoor,low,beginner,"romantic,cozy,relaxed","resort,urban",provided,"date,small-group","booking-required",low,all_weather,any,in-city,none_required,$$$$,,https://stejarii.ro/shiseido-spa/,"Book direct; club access policies apply"
float-therapy-ovo-bucharest,Float Therapy Session (Sensory Deprivation),mindfulness,"float_tank,relaxation","One hour in a warm, silent Epsom-salt pod reduces stimulus and invites deep calm. Towels and showers provided; arrive early for briefing.",Bucharest,București,44.4380,26.0860,60,90,all,indoor,low,beginner,"mindful,relaxed","urban",provided,"solo","booking-required",low,all_weather,any,in-city,none_required,$$,,https://www.extasy.com/experience/ovo-float,"""OVO Float"" also listed on TripAdvisor"
sound-bath-bucharest-inner,Gong & Sound Bath (The Inner),mindfulness,"sound_bath,meditation","Lie back for waves of gongs, bowls and chimes that soothe the nervous system. Breath-led arrival, blankets provided; perfect for evening decompression.",Bucharest,București,44.4400,26.1100,75,90,all,indoor,low,beginner,"mindful,relaxed,cozy","urban",provided,"solo,small-group,date","booking-required",low,all_weather,"evening,night",in-city,none_required,$$,,https://www.theinner.ro/product-category/sound-bath/,"See event listings for dates"
brahma-kumaris-meditation-bucharest,Intro to Raja Yoga Meditation (Brahma Kumaris),mindfulness,"meditation,guided_session","Gentle, free sessions introduce thought management and open-eye meditation in a quiet Cotroceni space. Great for first-timers and calm seekers.",Bucharest,București,44.4350,26.0700,60,90,all,indoor,low,beginner,"mindful,relaxed","urban",none,"solo,small-group","booking-optional",low,all_weather,any,in-city,none_required,$,,https://www.tripadvisor.com/Attraction_Review-g294458-d3692159-Reviews-Brahma_Kumaris_Center_Bucharest-Bucharest.html,"Center posts current schedule"
taijidao-tai-chi-qigong-bucharest,Tai Chi & Qigong Classes (Taijidao),mindfulness,"tai_chi,qigong","Slow, flowing forms and breathwork taught in a calm studio; outdoor park practice in good weather. Excellent for posture, joints and stress relief.",Bucharest,București,44.4390,26.1180,60,90,all,both,low,beginner,"mindful,relaxed","urban,park",none,"solo,small-group","booking-optional,lesson-recommended",low,cold_friendly,"morning,evening",in-city,balance,$$,,https://taijidao.org/cursuri-taiji/,"Address & schedule on site"
aesthetic-coffee-reset-bucharest,Quick Reset: Aesthetic Coffee Spots (15–30 min),social,"coffee_break,work_reset","Slip in for a beautiful cup, quick emails and a palate refresh in photogenic cafés near the center. Ideal between calls or before a meeting.",Bucharest,București,44.4330,26.1025,15,30,all,indoor,low,beginner,"cozy,creative,relaxed","urban",none,"solo,date","booking-optional",low,all_weather,any,in-city,none_required,$,,https://europeancoffeetrip.com/cafe/origo-bucharest/,Use listed cafés below as venues
bookstore-browsing-carturesti,Quick Reset: Bookstore Browsing at Cărturești,creative,"bookstore,reading","Drift through beautifully curated shelves and design displays; grab a seat for 15–30 quiet minutes. Great for solo unwinding in the Old Town or on Verona Street.",Bucharest,București,44.4333,26.1025,15,30,all,indoor,low,beginner,"cozy,mindful,creative","urban",none,"solo,date","booking-optional",low,all_weather,any,in-city,none_required,$,,https://blog.carturesti.ro/librarie/carturesti-carusel/,Official Carusel page with hours
mnac-rooftop-viewpoint,Quick Reset: MNAC Rooftop Terrace View,creative,"viewpoint,photography","Ride the elevator to the museum's top-floor café terrace for a surprising skyline angle over the Parliament area—perfect golden-hour photos in 20 minutes.",Bucharest,București,44.4270,26.0840,20,40,shoulder,both,low,beginner,"creative,explorer,relaxed","urban",camera,"solo,date","booking-optional",low,ok_in_rain,"sunset,daytime",in-city,none_required,$,,https://www.mnac.ro/,"Terrace open during museum hours"
macca-villacrosse-arcade-stroll,Quick Reset: Macca–Vilacrosse Passage Stroll,creative,"architecture_walk,photo_stop","Slip under stained-glass arcades for a short color-therapy walk and a few photos. Covered lane makes it usable in light rain; cafés line the route.",Bucharest,București,44.4314,26.0987,10,20,all,indoor,low,beginner,"cozy,creative","urban",camera,"solo,date","none",low,ok_in_rain,daytime,in-city,none_required,$,,https://www.bucharest.ro/locations/architecture-macca-vilacrosse-passage-1006,"Public thoroughfare; free access"
japanese-garden-herastrau-stroll,Japanese Garden Stroll (King Michael I Park),nature,"garden_walk,urban_park","Maples, stone lanterns and seasonal blooms make this tranquil corner perfect for a mindful loop and quick reset; benches nearby for journaling.",Bucharest,București,44.4760,26.0780,20,40,shoulder,outdoor,low,beginner,"mindful,relaxed,cozy","urban,park",camera,"solo,date","none",low,wind_sensitive,"sunrise,daytime,sunset",in-city,none_required,$,,https://www.bucharest.ro/locations/parks-japanese-garden-herastrau-1190,"Exact park listings & map"
vacaresti-delta-birdwalk,Urban Nature Walk & Birdwatching (Văcărești),nature,"birdwatch,wetland_walk","Follow levees and boardwalks in Europe's urban delta to spot herons and raptors. Quiet, flat paths; guided options available via local NGO.",Bucharest,București,44.4000,26.1420,60,120,shoulder,outdoor,low,beginner,"mindful,explorer,relaxed","delta,lake,urban",camera,"solo,small-group","guide-optional,booking-optional",low,wind_sensitive,"sunrise,daytime,sunset",in-city,navigation,$,,https://www.vacaresti.org/en,Official park foundation
arthouse-cinema-elvire,Arthouse Cinema Session (Elvire Popesco),social,"cinema,arthouse","Catch award-winning francophone films with subtitles in a beloved single-screen cinema. Easy solo plan or cozy date night.",Bucharest,București,44.4440,26.0990,100,140,all,indoor,low,beginner,"cozy,creative,relaxed","urban",none,"solo,date","booking-optional",low,all_weather,"evening,night",in-city,none_required,$,,https://eventbook.ro/program/cinema-elvire-popesco,Program & tickets via Eventbook
cinemateca-eforie-classic,Classic Film at Cinemateca Eforie,learning,"cinema,film_history","National Film Archive screenings of restored classics and retrospectives—a quiet, reflective solo plan with cinephile vibes.",Bucharest,București,44.43398,26.09681,90,150,all,indoor,low,beginner,"creative,relaxed","urban",none,"solo","booking-optional",low,all_weather,"evening,night",in-city,none_required,$,,https://mapy.cz/zakladni?source=firm&id=2290514,Venue & address reference
photography-fundamentals-f64,Photography Fundamentals (Academia F64),learning,"photography_course,workshop","Master exposure, composition and practical shooting with Romania's leading photo academy. Short intensives and accredited multi-week tracks available.",Bucharest,București,44.4280,26.1060,120,240,all,indoor,medium,beginner,"creative,explorer","urban",camera,"solo,small-group","booking-required,lesson-recommended",low,all_weather,daytime,in-city,technique,$$,,https://academia.f64.ro/,Official course catalog (in-person & online)
intro-3d-printing-nod,Intro to 3D Printing & Rapid Prototyping (NOD),learning,"3d_printing,maker","Design basics, slicing and FDM printer operation—learn to print a small object and take files home. Perfect first step into maker tech.",Bucharest,București,44.4160,26.1290,120,150,all,indoor,medium,beginner,"creative,explorer","urban",provided,"solo,small-group","booking-required,lesson-recommended",low,all_weather,daytime,in-city,technique,$$,,https://www.nodmakerspace.ro/,Workshop calendar varies
intro-programming-scoala-informala,Intro to Programming (Școala Informală de IT),learning,"coding,bootcamp","Beginner-friendly modules in Python, QA or web dev with evening formats suited to working schedules—project-based learning and career mentoring included.",Bucharest,București,44.4355,26.1020,150,300,all,indoor,medium,beginner,"creative,focused,explorer","urban",laptop,"solo,group","booking-required,lesson-recommended",low,all_weather,evening,in-city,technique,$$$,,https://scoalainformala.ro/,Select Bucharest campus sessions
tea-tasting-bucharest,Tea Tasting & Ceremony (Cotroceni Teahouses),culinary,"tea_tasting,ceremony","Explore oolongs, matcha and rare blends with staff-guided tastings in cozy villas—perfect for mindful conversation or quiet solo time.",Bucharest,București,44.4348,26.0720,60,90,all,indoor,low,beginner,"cozy,mindful,creative","urban",none,"date,solo,small-group","booking-optional",low,all_weather,"evening,daytime",in-city,none_required,$$,,https://infinitea.ro/en/,"Two venues below"
express-spa-treatments-getts,Express Beauty Reset (GETT'S Color Bar – malls),wellness,"express_spa,manicure,facial","Drop in for a tidy manicure, express facial or quick blow-dry between meetings at centrally located salons open late, seven days a week.",Bucharest,București,44.4242,26.1338,20,40,all,indoor,low,beginner,"cozy,relaxed","urban",none,"solo","booking-optional",low,all_weather,any,in-city,none_required,$$,,https://getts.ro/en/services,"Multiple mall locations & hours"
solo-architecture-audio-walk,Self-Guided Architecture Audio Walk (Old Town),learning,"audio_tour,architecture","Plug in an app-based audio tour for eclectic facades, arcades and hidden courtyards—wander at your pace with optional cafe pauses.",Bucharest,București,44.4329,26.1030,60,120,all,outdoor,low,beginner,"explorer,creative","urban",phone,"solo","booking-required",low,ok_in_rain,daytime,in-city,navigation,$,,https://izi.travel/en/search?q=bucharest,Pick an izi.TRAVEL route
