slug,name,category,subtypes,description,city,region,latitude,longitude,duration_min,duration_max,seasonality,indoor_outdoor,energy_level,tags_experience_level,tags_mood,tags_terrain,tags_equipment,tags_context,tags_requirement,tags_risk_level,tags_weather_fit,tags_time_of_day,tags_travel_time_band,tags_skills,tags_cost_band,hero_image_url,source_url,notes
steam-coffee-quick-reset,Quick Reset Café: Steam Coffee Shop Victoriei,culinary,"coffee_break,third_wave","Shoot in for a flawless espresso or flat white at the tiny standing bar near Victoriei. Efficient service and consistent extractions—perfect 10–15 minute palate reset.",Bucharest,București,44.4449,26.0956,10,20,all,indoor,low,beginner,"cozy,creative","urban",none,"solo","booking-optional",low,all_weather,any,in-city,none_required,$,,https://steamcoffee.ro/,"Stand-up spot; quick queue movement"
mabo-coffee-quick-reset,Quick Reset Café: MABO Coffee Roasters,culinary,"coffee_break,roastery","Order a single-origin of the day or a small milk drink; perch at the bar for 15–25 minutes. Staff happily recommend beans for your home setup.",Bucharest,București,44.4425,26.0970,15,25,all,indoor,low,beginner,"cozy,creative,relaxed","urban",none,"solo","booking-optional",low,all_weather,any,in-city,none_required,$,,https://mabo.coffee/,"Roastery & brew bar"
frudisiac-quick-reset,Quick Reset Café: FRUDISIAC,culinary,"coffee_break,brunch","Scandi-minimal café with bright light and calm music. Great filter coffee; sit by the window for 15–30 focused minutes before a meeting.",Bucharest,bucurești,44.4549,26.0928,15,30,all,indoor,low,beginner,"cozy,creative","urban",none,"solo,date","booking-optional",low,all_weather,morning,in-city,none_required,$$,,https://frudisiac.ro/,"Usually laptops welcome off-peak"
trofic-quick-reset,Quick Reset Café: TROFIC (City Center),culinary,"coffee_break,light_bites","Grab a fast batch brew or piccolo and sit at the counter; great for a 20-minute recharge with a pastry. Central, efficient, and tasty.",Bucharest,București,44.4366,26.0982,15,30,all,indoor,low,beginner,"cozy,creative","urban",none,"solo","booking-optional",low,all_weather,morning,in-city,none_required,$,,https://www.instagram.com/trofic.ro/,"Check daily hours"
mnar-single-gallery,Micro-Visit: MNAR European Gallery (1 Room),creative,"museum,art_stop","Buy a ticket and focus on one room—Dutch Masters or Italian Renaissance—for a mindful 20–30 minute art pause. A perfect solo reset downtown.",Bucharest,București,44.4386,26.0956,20,30,all,indoor,low,beginner,"mindful,creative,relaxed","urban",none,"solo","ticket-required",low,all_weather,daytime,in-city,none_required,$,,https://mnar.arts.ro/,"Plan a single room to avoid fatigue"
maps-museum-microvisit,Micro-Visit: Museum of Maps – 1 Gallery,creative,"museum,cartography","Wander a single gallery of antique maps and globes in a graceful villa. Quiet, uncrowded, and absorbing in under 30 minutes.",Bucharest,București,44.4505,26.0930,20,30,all,indoor,low,beginner,"mindful,creative","urban",none,"solo,date","ticket-required",low,all_weather,daytime,in-city,none_required,$,,https://muzeulhartilor.ro/,"Closed some Mondays—check program"
antipa-one-hall,Micro-Visit: Antipa – One Hall Only (Coral & Fish),learning,"museum,natural_history","Step into the ocean diorama hall, breathe, and let the ambient lighting and gentle motion calm you. Leave before overload—20 minutes well spent.",Bucharest,București,44.4520,26.0842,15,30,all,indoor,low,beginner,"mindful,relaxed,creative","urban",none,"solo","ticket-required",low,all_weather,daytime,in-city,none_required,$,,https://antipa.ro/,"Pick one hall; save the rest"
pottery-urban-crafts-extasy,Pottery Workshop (Urban Crafts/Extasy),creative,"pottery,hand_building","Make a small bowl or mug using beginner techniques; instructors guide shaping and decoration. All materials and firing included—great tactile reset.",Bucharest,București,44.4370,26.1030,90,120,all,indoor,low,beginner,"creative,cozy,mindful","urban",provided,"solo,small-group","booking-required",low,all_weather,daytime,in-city,technique,$$,,https://www.extasy.com/experience/pottery-workshop-bucharest,"Venue varies by date"
atelier-pastel-painting,Painting Class at Atelier Pastel (Dorobanți),creative,"painting,acrylic,watercolor","Small, friendly classes in drawing and acrylic/watercolor painting. Learn composition and color mixing; materials can be provided on site.",Bucharest,București,44.4546,26.0985,120,150,all,indoor,low,beginner,"creative,relaxed,cozy","urban",provided,"solo,small-group","booking-required",low,all_weather,evening,in-city,technique,$$,,https://atelierpastel.ro/,"Check group/1-1 options"
calligraphy-fcv,Modern Calligraphy – Fundația Calea Victoriei,creative,"calligraphy,lettering","Practice pen pressure, letterforms, spacing, and layout in a calm evening course. Ideal for mindful focus and a screen break.",Bucharest,București,44.4455,26.0932,90,120,all,indoor,low,beginner,"mindful,creative,relaxed","urban",provided,"solo,small-group","booking-required",low,all_weather,evening,in-city,technique,$$,,https://www.victoriei.ro/,"Search 'caligrafie' workshop"
embroidery-fcv,Embroidery & Traditional Motifs – FCV,creative,"embroidery,textile","Learn basic stitches and Transylvanian/Muntenian patterns in a cozy class. Slow crafting that pairs well with tea and conversation.",Bucharest,București,44.4455,26.0932,90,120,all,indoor,low,beginner,"mindful,cozy,creative","urban",provided,"solo,small-group","booking-required",low,all_weather,evening,in-city,technique,$$,,https://www.victoriei.ro/,"Textile crafts calendar"
sewing-basics-ilbah,Sewing Basics – Atelierele ILBAH,creative,"sewing,textile","Threading, simple patterns, seams, and finishing techniques on modern machines. Leave with a small project and skills to practice at home.",Bucharest,București,44.4392,26.1020,150,240,all,indoor,medium,beginner,"creative,focused,relaxed","urban",provided,"solo,small-group","booking-required,lesson-recommended",low,all_weather,daytime,in-city,technique,$$,,https://www.ilbah.ro/,"See 'Curs Croitorie' page"
